Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Names (ordered locus)	Organism	Length	Gene Ontology IDs	Transmembrane	Intramembrane
P73738	unreviewed	P73738_SYNY3	Slr1747 protein	slr1747	slr1747	Synechocystis sp. (strain PCC 6803 / Kazusa)	469	GO:0005737; GO:0010277; GO:0016020; GO:0016491; GO:0046872; GO:0051537	TRANSMEM 401..421; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 427..447; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73739	unreviewed	P73739_SYNY3	NADH dehydrogenase	ndh		Synechocystis sp. (strain PCC 6803 / Kazusa)	445	GO:0003954; GO:0006116; GO:0016020	TRANSMEM 379..400; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73740	unreviewed	P73740_SYNY3	Slr0852 protein	slr0852	slr0852	Synechocystis sp. (strain PCC 6803 / Kazusa)	142			
P73741	unreviewed	P73741_SYNY3	Ribosomal-protein-alanine acetyltransferase	rimI		Synechocystis sp. (strain PCC 6803 / Kazusa)	158	GO:0008999		
P73742	unreviewed	P73742_SYNY3	Sll0858 protein	sll0858	sll0858	Synechocystis sp. (strain PCC 6803 / Kazusa)	197	GO:0042597		
P73743	unreviewed	P73743_SYNY3	Sll0857 protein	sll0857	sll0857	Synechocystis sp. (strain PCC 6803 / Kazusa)	138	GO:0016020	TRANSMEM 70..90; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73744	unreviewed	P73744_SYNY3	RNA polymerase sigma-E factor	rpoE		Synechocystis sp. (strain PCC 6803 / Kazusa)	186	GO:0003677; GO:0006352; GO:0006355; GO:0016987		
P73745	unreviewed	P73745_SYNY3	Sll0855 protein	sll0855	sll0855	Synechocystis sp. (strain PCC 6803 / Kazusa)	451	GO:0005247; GO:0016020	TRANSMEM 32..53; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 73..93; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 171..196; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 208..227; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 247..264; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 285..302; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 322..341; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 348..367; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 379..404; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 411..431; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73746	unreviewed	P73746_SYNY3	Sll0854 protein	sll0854	sll0854	Synechocystis sp. (strain PCC 6803 / Kazusa)	308	GO:0008800; GO:0030655; GO:0046677		
P73748	unreviewed	P73748_SYNY3	Transposase	slr0856	slr0856	Synechocystis sp. (strain PCC 6803 / Kazusa)	119			
P73751	unreviewed	P73751_SYNY3	Sll0847 protein	sll0847	sll0847	Synechocystis sp. (strain PCC 6803 / Kazusa)	201	GO:0016020	TRANSMEM 28..48; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 105..125; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 137..155; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 175..198; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73752	unreviewed	P73752_SYNY3	Sll0846 protein	sll0846	sll0846	Synechocystis sp. (strain PCC 6803 / Kazusa)	102	GO:0016020	TRANSMEM 21..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73753	unreviewed	P73753_SYNY3	LmbP protein	lmbP		Synechocystis sp. (strain PCC 6803 / Kazusa)	326	GO:0004335; GO:0005524; GO:0005829; GO:0006012		
P73756	unreviewed	P73756_SYNY3	Sll0843 protein	sll0843	sll0843	Synechocystis sp. (strain PCC 6803 / Kazusa)	365	GO:0016788		
P73757	unreviewed	P73757_SYNY3	Neopullulanase	nplT		Synechocystis sp. (strain PCC 6803 / Kazusa)	508	GO:0005975; GO:0016757		
P73758	unreviewed	P73758_SYNY3	ABC transporter	slr0864	slr0864	Synechocystis sp. (strain PCC 6803 / Kazusa)	574	GO:0005524; GO:0016887		
P73759	unreviewed	P73759_SYNY3	Slr0865 protein	slr0865	slr0865	Synechocystis sp. (strain PCC 6803 / Kazusa)	337	GO:0008757; GO:0032259		
P73760	unreviewed	P73760_SYNY3	Sll0839 protein	sll0839	sll0839	Synechocystis sp. (strain PCC 6803 / Kazusa)	197	GO:0016020	TRANSMEM 12..35; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73762	unreviewed	P73762_SYNY3	Sll0837 protein	sll0837	sll0837	Synechocystis sp. (strain PCC 6803 / Kazusa)	294	GO:0009279; GO:0030288; GO:0046813		
P73763	unreviewed	P73763_SYNY3	Slr0867 protein	slr0867	slr0867	Synechocystis sp. (strain PCC 6803 / Kazusa)	214			
P73764	unreviewed	P73764_SYNY3	Slr0868 protein	slr0868	slr0868	Synechocystis sp. (strain PCC 6803 / Kazusa)	101	GO:0004672; GO:0005524		
P73765	unreviewed	P73765_SYNY3	Slr0869 protein	slr0869	slr0869	Synechocystis sp. (strain PCC 6803 / Kazusa)	812	GO:0003924; GO:0005525; GO:0016020		
P73766	unreviewed	P73766_SYNY3	Slr0870 protein	slr0870	slr0870	Synechocystis sp. (strain PCC 6803 / Kazusa)	120			
P73767	unreviewed	P73767_SYNY3	Slr0871 protein	slr0871	slr0871	Synechocystis sp. (strain PCC 6803 / Kazusa)	127			
P73768	unreviewed	P73768_SYNY3	Slr0872 protein	slr0872	slr0872	Synechocystis sp. (strain PCC 6803 / Kazusa)	372	GO:0005886; GO:0015221; GO:0015920; GO:0017089; GO:0030288		
P73770	unreviewed	P73770_SYNY3	Slr1243 protein	slr1243	slr1243	Synechocystis sp. (strain PCC 6803 / Kazusa)	1064	GO:0005524		
P73772	unreviewed	P73772_SYNY3	Sll1163 protein	sll1163	sll1163	Synechocystis sp. (strain PCC 6803 / Kazusa)	135			
P73773	unreviewed	P73773_SYNY3	Sll1162 protein	sll1162	sll1162	Synechocystis sp. (strain PCC 6803 / Kazusa)	235	GO:0016020	TRANSMEM 12..33; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 63..85; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 97..115; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 122..143; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 155..176; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 188..206; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73774	unreviewed	P73774_SYNY3	Adenylate cyclase	sll1161	sll1161	Synechocystis sp. (strain PCC 6803 / Kazusa)	335	GO:0004016; GO:0009190; GO:0035556; GO:0051536		
P73775	unreviewed	P73775_SYNY3	Sll1160 protein	sll1160	sll1160	Synechocystis sp. (strain PCC 6803 / Kazusa)	160			
P73776	unreviewed	P73776_SYNY3	Sll1159 protein	sll1159	sll1159	Synechocystis sp. (strain PCC 6803 / Kazusa)	218	GO:0005737; GO:0008379; GO:0034599; GO:0045454		
P73777	unreviewed	P73777_SYNY3	Sll1158 protein	sll1158	sll1158	Synechocystis sp. (strain PCC 6803 / Kazusa)	138			
P73778	unreviewed	P73778_SYNY3	Transcriptional regulator	slr1245	slr1245	Synechocystis sp. (strain PCC 6803 / Kazusa)	302	GO:0003700; GO:0006351; GO:0043565		
P73779	unreviewed	P73779_SYNY3	Transposase	ssr2078	ssr2078	Synechocystis sp. (strain PCC 6803 / Kazusa)	86			
P73780	unreviewed	P73780_SYNY3	Transposase	slr1246	slr1246	Synechocystis sp. (strain PCC 6803 / Kazusa)	178			
P73781	unreviewed	P73781_SYNY3	Transposase	sll1157	sll1157	Synechocystis sp. (strain PCC 6803 / Kazusa)	138	GO:0003677; GO:0004803; GO:0006313		
P73782	unreviewed	P73782_SYNY3	Transposase	sll1156	sll1156	Synechocystis sp. (strain PCC 6803 / Kazusa)	141			
P73783	unreviewed	P73783_SYNY3	Sll1155 protein	sll1155	sll1155	Synechocystis sp. (strain PCC 6803 / Kazusa)	113	GO:0016020	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73784	unreviewed	P73784_SYNY3	Quinolene resistance protein NorA	norA		Synechocystis sp. (strain PCC 6803 / Kazusa)	418	GO:0016020; GO:0022857	TRANSMEM 20..40; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 52..70; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 82..100; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 106..129; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 141..163; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 169..188; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 223..247; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 253..274; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 286..305; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 311..333; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 345..364; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 376..394; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73785	unreviewed	P73785_SYNY3	Phosphate-binding protein	pstS		Synechocystis sp. (strain PCC 6803 / Kazusa)	333	GO:0035435; GO:0042301; GO:0043190		
P73791	unreviewed	P73791_SYNY3	Sll1151 protein	sll1151	sll1151	Synechocystis sp. (strain PCC 6803 / Kazusa)	605	GO:0016020	TRANSMEM 50..69; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 108..130; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 145..163; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 175..199; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 211..233; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 280..298; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73792	unreviewed	P73792_SYNY3	Ssr2087 protein	ssr2087	ssr2087	Synechocystis sp. (strain PCC 6803 / Kazusa)	84			
P73793	unreviewed	P73793_SYNY3	Sll1150 protein	sll1150	sll1150	Synechocystis sp. (strain PCC 6803 / Kazusa)	252	GO:0005886	TRANSMEM 38..60; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 66..85; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 97..119; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 125..144; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 165..187; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 193..214; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 223..246; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73794	unreviewed	P73794_SYNY3	Slr1253 protein	slr1253	slr1253	Synechocystis sp. (strain PCC 6803 / Kazusa)	104	GO:0016020	TRANSMEM 16..37; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 65..85; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73797	unreviewed	P73797_SYNY3	Slr1257 protein	slr1257	slr1257	Synechocystis sp. (strain PCC 6803 / Kazusa)	397	GO:0015276; GO:0016020	TRANSMEM 152..178; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 223..247; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73798	unreviewed	P73798_SYNY3	Slr1258 protein	slr1258	slr1258	Synechocystis sp. (strain PCC 6803 / Kazusa)	251	GO:0006974		
P73799	unreviewed	P73799_SYNY3	Slr1259 protein	slr1259	slr1259	Synechocystis sp. (strain PCC 6803 / Kazusa)	232	GO:0006749; GO:0050313; GO:0070813		
P73800	unreviewed	P73800_SYNY3	Slr1260 protein	slr1260	slr1260	Synechocystis sp. (strain PCC 6803 / Kazusa)	177			
P73802	unreviewed	P73802_SYNY3	Probable membrane transporter protein	slr1262	slr1262	Synechocystis sp. (strain PCC 6803 / Kazusa)	288	GO:0005886	TRANSMEM 6..36; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363041"; TRANSMEM 43..62; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363041"; TRANSMEM 74..93; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363041"; TRANSMEM 100..118; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363041"; TRANSMEM 155..180; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363041"; TRANSMEM 187..208; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363041"; TRANSMEM 214..234; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363041"; TRANSMEM 246..262; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363041"	
P73803	unreviewed	P73803_SYNY3	Slr1263 protein	slr1263	slr1263	Synechocystis sp. (strain PCC 6803 / Kazusa)	470			
P73804	unreviewed	P73804_SYNY3	Sll1961 protein	sll1961	sll1961	Synechocystis sp. (strain PCC 6803 / Kazusa)	388	GO:0003677; GO:0003700; GO:0006351		
P73805	unreviewed	P73805_SYNY3	Sll1960 protein	sll1960	sll1960	Synechocystis sp. (strain PCC 6803 / Kazusa)	140	GO:0016020	TRANSMEM 12..32; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 52..71; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73808	unreviewed	P73808_SYNY3	Arsenical resistance operon repressor	arsA		Synechocystis sp. (strain PCC 6803 / Kazusa)	104	GO:0003700; GO:0006355		
P73811	unreviewed	P73811_SYNY3	Ferredoxin	slr2059	slr2059	Synechocystis sp. (strain PCC 6803 / Kazusa)	134	GO:0046872; GO:0051536		
P73812	unreviewed	P73812_SYNY3	Slr2060 protein	slr2060	slr2060	Synechocystis sp. (strain PCC 6803 / Kazusa)	465	GO:0016746		
P73813	unreviewed	P73813_SYNY3	Sll1956 protein	sll1956	sll1956	Synechocystis sp. (strain PCC 6803 / Kazusa)	192			
P73814	unreviewed	P73814_SYNY3	Sll1954 protein	sll1954	sll1954	Synechocystis sp. (strain PCC 6803 / Kazusa)	201	GO:0016020	TRANSMEM 27..48; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 60..78; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73815	unreviewed	P73815_SYNY3	Ssl3692 protein	ssl3692	ssl3692	Synechocystis sp. (strain PCC 6803 / Kazusa)	98			
P73816	unreviewed	P73816_SYNY3	Transposase	slr2062	slr2062	Synechocystis sp. (strain PCC 6803 / Kazusa)	400	GO:0003677; GO:0004519; GO:0006310; GO:0032196; GO:0046872		
P73818	unreviewed	P73818_SYNY3	Sll1950 protein	sll1950	sll1950	Synechocystis sp. (strain PCC 6803 / Kazusa)	244	GO:0008757		
P73819	unreviewed	P73819_SYNY3	Sll1949 protein	sll1949	sll1949	Synechocystis sp. (strain PCC 6803 / Kazusa)	247			
P73822	unreviewed	P73822_SYNY3	Slr1990 protein	slr1990	slr1990	Synechocystis sp. (strain PCC 6803 / Kazusa)	240	GO:0016020	TRANSMEM 27..52; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 58..76; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 88..105; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 135..156; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 192..209; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 216..237; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73823	unreviewed	P73823_SYNY3	Adenylate cyclase	cyaA		Synechocystis sp. (strain PCC 6803 / Kazusa)	337	GO:0003729; GO:0004016; GO:0009190; GO:0035556		
P73827	unreviewed	P73827_SYNY3	44.5 kD bacteriochlorophyll synthase subunit	sll1906	sll1906	Synechocystis sp. (strain PCC 6803 / Kazusa)	484	GO:0016020	TRANSMEM 21..45; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 90..110; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 122..145; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 166..184; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 223..242; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 276..296; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 316..334; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 346..366; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 372..392; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 404..426; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 432..458; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73829	unreviewed	P73829_SYNY3	Slr1998 protein	slr1998	slr1998	Synechocystis sp. (strain PCC 6803 / Kazusa)	425	GO:0071949		
P73830	unreviewed	P73830_SYNY3	Slr1999 protein	slr1999	slr1999	Synechocystis sp. (strain PCC 6803 / Kazusa)	136	GO:0003729; GO:0004519		
P73831	unreviewed	P73831_SYNY3	Slr2000 protein	slr2000	slr2000	Synechocystis sp. (strain PCC 6803 / Kazusa)	321			
P73834	unreviewed	P73834_SYNY3	Slr2003 protein	slr2003	slr2003	Synechocystis sp. (strain PCC 6803 / Kazusa)	209	GO:0016020	TRANSMEM 53..72; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73835	unreviewed	P73835_SYNY3	Sll1902 protein	sll1902	sll1902	Synechocystis sp. (strain PCC 6803 / Kazusa)	399	GO:0004364; GO:0005737		
P73837	unreviewed	P73837_SYNY3	Slr2004 protein	slr2004	slr2004	Synechocystis sp. (strain PCC 6803 / Kazusa)	474	GO:0030288		
P73838	unreviewed	P73838_SYNY3	Slr1712 protein	slr1712	slr1712	Synechocystis sp. (strain PCC 6803 / Kazusa)	268			
P73842	unreviewed	P73842_SYNY3	Folyl-polyglutamate synthetase	folC		Synechocystis sp. (strain PCC 6803 / Kazusa)	428	GO:0004326; GO:0005524; GO:0005737; GO:0008841; GO:0009396; GO:0046872		
P73843	unreviewed	P73843_SYNY3	Sll1611 protein	sll1611	sll1611	Synechocystis sp. (strain PCC 6803 / Kazusa)	369	GO:0006629; GO:0016020; GO:0016717	TRANSMEM 28..49; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 55..77; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 89..106; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 158..183; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 204..224; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 230..249; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73845	unreviewed	P73845_SYNY3	Sll1608 protein	sll1608	sll1608	Synechocystis sp. (strain PCC 6803 / Kazusa)	770	GO:0016020	TRANSMEM 30..49; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 55..71; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 83..101; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 136..167; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 212..230; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 619..639; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 645..667; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73847	unreviewed	P73847_SYNY3	Sll1606 protein	sll1606	sll1606	Synechocystis sp. (strain PCC 6803 / Kazusa)	262	GO:0000270; GO:0005886; GO:0043164	TRANSMEM 12..31; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 37..56; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73852	unreviewed	P73852_SYNY3	Slr1721 protein	slr1721	slr1721	Synechocystis sp. (strain PCC 6803 / Kazusa)	492	GO:0016020	TRANSMEM 21..38; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73853	unreviewed	P73853_SYNY3	IMP dehydrogenase subunit	guaB		Synechocystis sp. (strain PCC 6803 / Kazusa)	387	GO:0003938; GO:0006164		
P73854	unreviewed	P73854_SYNY3	Lactose transport system permease protein LacG	lacG		Synechocystis sp. (strain PCC 6803 / Kazusa)	270	GO:0005886; GO:0055085	TRANSMEM 65..89; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 101..125; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 137..155; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 176..201; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 236..255; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"	
P73855	unreviewed	P73855_SYNY3	Sll1601 protein	sll1601	sll1601	Synechocystis sp. (strain PCC 6803 / Kazusa)	414	GO:0016491		
P73856	unreviewed	P73856_SYNY3	Slr1724 protein	slr1724	slr1724	Synechocystis sp. (strain PCC 6803 / Kazusa)	264	GO:0016020	TRANSMEM 225..248; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73857	unreviewed	P73857_SYNY3	Ssl3127 protein	ssl3127	ssl3127	Synechocystis sp. (strain PCC 6803 / Kazusa)	75	GO:0005886; GO:0015658	TRANSMEM 42..59; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73858	unreviewed	P73858_SYNY3	Transposase	ssr2898	ssr2898	Synechocystis sp. (strain PCC 6803 / Kazusa)	68			
P73861	unreviewed	P73861_SYNY3	Slr1726 protein	slr1726	slr1726	Synechocystis sp. (strain PCC 6803 / Kazusa)	240	GO:0016020	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73862	unreviewed	P73862_SYNY3	Rubisco operon transcriptional regulator	rbcR		Synechocystis sp. (strain PCC 6803 / Kazusa)	316	GO:0000976; GO:0003700; GO:0006351; GO:0006355		
P73864	unreviewed	P73864_SYNY3	NarL subfamily	sll1592	sll1592	Synechocystis sp. (strain PCC 6803 / Kazusa)	226	GO:0000160; GO:0003677; GO:0006355		
P73868	unreviewed	P73868_SYNY3	Ssr2912 protein	ssr2912	ssr2912	Synechocystis sp. (strain PCC 6803 / Kazusa)	85	GO:0005886; GO:0008556	TRANSMEM 26..46; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 58..80; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73871	unreviewed	P73871_SYNY3	Sll1586 protein	sll1586	sll1586	Synechocystis sp. (strain PCC 6803 / Kazusa)	1749	GO:0005886; GO:0009306	TRANSMEM 24..52; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73872	unreviewed	P73872_SYNY3	Sll0254 protein	sll0254	sll0254	Synechocystis sp. (strain PCC 6803 / Kazusa)	650	GO:0005886; GO:0016491; GO:0046872; GO:0051537		
P73873	unreviewed	P73873_SYNY3	Sll0253 protein	sll0253	sll0253	Synechocystis sp. (strain PCC 6803 / Kazusa)	179			
P73874	unreviewed	P73874_SYNY3	Cob(I)alamin adenosyltransferase	cobA		Synechocystis sp. (strain PCC 6803 / Kazusa)	203	GO:0005524; GO:0008817; GO:0009236		
P73875	unreviewed	P73875_SYNY3	Ssl0467 protein	ssl0467	ssl0467	Synechocystis sp. (strain PCC 6803 / Kazusa)	71			
P73876	unreviewed	P73876_SYNY3	Sll0252 protein	sll0252	sll0252	Synechocystis sp. (strain PCC 6803 / Kazusa)	428	GO:0030435		
P73877	unreviewed	P73877_SYNY3	Slr0262 protein	slr0262	slr0262	Synechocystis sp. (strain PCC 6803 / Kazusa)	134	GO:0016020	TRANSMEM 20..40; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73878	unreviewed	P73878_SYNY3	Slr0263 protein	slr0263	slr0263	Synechocystis sp. (strain PCC 6803 / Kazusa)	101			
P73880	unreviewed	P73880_SYNY3	Transposase	slr0265	slr0265	Synechocystis sp. (strain PCC 6803 / Kazusa)	261	GO:0003677; GO:0004803; GO:0006313		
P73895	unreviewed	P73895_SYNY3	Sll0243 protein	sll0243	sll0243	Synechocystis sp. (strain PCC 6803 / Kazusa)	416	GO:0046872		
P73896	unreviewed	P73896_SYNY3	Sll0242 protein	sll0242	sll0242	Synechocystis sp. (strain PCC 6803 / Kazusa)	929	GO:0016020	TRANSMEM 108..129; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 141..165; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 202..234; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 297..313; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 366..386; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
P73897	unreviewed	P73897_SYNY3	Sll0241 protein	sll0241	sll0241	Synechocystis sp. (strain PCC 6803 / Kazusa)	340			
P73898	unreviewed	P73898_SYNY3	ABC transporter	sll0240	sll0240	Synechocystis sp. (strain PCC 6803 / Kazusa)	218	GO:0005524; GO:0008272; GO:0015408; GO:0016020; GO:0016887		
